Unnamed: 0,state/uts,"no_of_tb_-_diabetes-tb_patients_with_known_dm_status,_of_notified)-public","percentage__of_tb_-_diabetes-tb_patients_with_known_dm_status,of_notified)-public","no_of_tb_-_diabetes-tb_patients_with_known_dm_status,_of_notified)-private","percentage__of_tb_-_diabetes-tb_patients_with_known_dm_status,_of_notified)-private","no_of_tb_-_diabetes-tb_patients_with_known_dm_status,of_notified)-total","percentage_of_tb_-_diabetes-tb_patients_with_known_dm_status,__of_notified)-total","no_of_tb_-_diabetes-patients_diagnosed_among_tested,of_those_with_known_dm_status)-public","percentage_of_tb_-_diabetes-_patients_diagnosed_among_tested,of_those_with_known_dm_status)-public","no_of_tb_-_diabetes-_patients_diagnosed_among_tested,_of_those_with_known_dm_status)-private","percentage__of_tb_-_diabetes-patients_diagnosed_among_tested,__of_those_with_known_dm_status)-private","no_of_tb_-_diabetes-patients_diagnosed_among_tested,_of_those_with_known_dm_status)-total","percentage__of_tb_-_diabetes-__patients_diagnosed_among_tested,_of_those_with_known_dm_status)-total","no_of_tb_-_diabetes-_patients_initiated_on_anti-diabetic_treatment,_of_tb-dm)-public","percentage_of_tb_-_diabetes-_patients_initiated_on_anti-diabetic_treatment,_of_tb-dm)-public","no_of_tb_-_diabetes-_patients_initiated_on_anti-diabetic_treatment,_of_tb-dm)-private","percentage_of_tb_-_diabetes-_patients_initiated_on_anti-diabetic_treatment,_of_tb-dm)-private","no_of_tb_-_diabetes-_patients_initiated_on_anti-diabetic_treatment,_of_tb-dm)0total","percentage_of_tb_-_diabetes-_patients_initiated_on_anti-diabetic_treatment,of_tb-dm)0total","no_of_tobacco-tb_patients_with_known_tobacco_usage_status,_of_notified)-public","%_of_tobacco-tb_patients_with_known_tobacco_usage_status,_of_notified)-public","no_of_tobacco-tb_patients_with_known_tobacco_usage_status,of_notified)-private","%_of_tobacco-tb_patients_with_known_tobacco_usage_status,__of_notified)-private","no_of_tobacco-tb_patients_with_known_tobacco_usage_status,__of_notified)-total","%_of_tobacco-tb_patients_with_known_tobacco_usage_status,_of_notified)-total","no_of_tobacco_users_identified_amongst_screened,__of_those_with_known_tobacco_usage_status)-public","percentage_of_tobacco_users_identified_amongst_screened,__of_those_with_known_tobacco_usage_status)-public","no_of_tobacco_users_identified_amongst_screened,of_those_with_known_tobacco_usage_status)-private","percentage_of_tobacco_users_identified_amongst_screened,__of_those_with_known_tobacco_usage_status)-private","no_of_tobacco_users_identified_amongst_screened,of_those_with_known_tobacco_usage_status)-total","percentage__of_tobacco_users_identified_amongst_screened,_of_those_with_known_tobacco_usage_status)-total","no_of_tobacco_users_linked_with_tobacco_cessation_centres,_of_tobacco_users)-public","percentage__of_tobacco_users_linked_with_tobacco_cessation_centres,_of_tobacco_users)-public","no_of_tobacco_users_linked_with_tobacco_cessation_centres,of_tobacco_users)-private","percentage__of_tobacco_users_linked_with_tobacco_cessation_centres,_n_(%_of_tobacco_users)-private","no_of_tobacco_users_linked_with_tobacco_cessation_centres,_of_tobacco_users)-total","percentage__of_tobacco_users_linked_with_tobacco_cessation_centres,_of_tobacco_users)-total","_no_of_tb_-_alcohol-tb_patients_with_known_alcohol_usage_status,_of_notified)-public","%_of__tb_-_alcohol-tb_patients_with_known_alcohol_usage_status,_of_notified)-public","no_of__tb_-_alcohol-tb_patients_with_known_alcohol_usage_status,__of_notified)-private","%_of__tb_-_alcohol-tb_patients_with_known_alcohol_usage_status,__of_notified)-private","_no_of_tb_-_alcohol-tb_patients_with_known_alcohol_usage_status,__of_notified)-total","%_of_tb_-_alcohol-tb_patients_with_known_alcohol_usage_status,_of_notified)-total","no_of_tb_-_alcohol-alcohol_users_identified_amongst_screened,_of_those_with_known_alcohol_usage_status)-public","percentage__of_tb_-_alcohol-alcohol_users_identified_amongst_screened,of_those_with_known_alcohol_usage_status)-public","no_of_tb_-_alcohol-alcohol_users_identified_amongst_screened,_of_those_with_known_alcohol_usage_status)-private","percentage__of_tb_-_alcohol-alcohol_users_identified_amongst_screened,_of_those_with_known_alcohol_usage_status)-private","no_of_tb_-_alcohol-alcohol_users_identified_amongst_screened,__of_those_with_known_alcohol_usage_status)-total","percentage__of_tb_-_alcohol-alcohol_users_identified_amongst_screened,__of_those_with_known_alcohol_usage_status)-total","no_of_tb_-_alcohol-alcohol_users_linked_with_deaddiction_centres,_of_alcohol_users)-public","percentage__of_tb_-_alcohol-alcohol_users_linked_with_deaddiction_centres,__of_alcohol_users)-public","no_of_tb_-_alcohol-alcohol_users_linked_with_deaddiction_centres,__of_alcohol_users)-private","percentage__of_tb_-_alcohol-alcohol_users_linked_with_deaddiction_centres,__of_alcohol_users)-private","no_of_tb_-_alcohol-alcohol_users_linked_with_deaddiction_centres,_of_alcohol_users)-total","percentage__of_no_of_tb_-_alcohol-alcohol_users_linked_with_deaddiction_centres,_of_alcohol_users)-total",latitude,longitude,timestamp,region
318,Jharkhand,1808.0,76.3,143.0,55.6,1951.0,74.3,275.0,15.2,11.0,7.7,286.0,14.7,129.0,46.9,2.0,18.2,131.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1471,75.3412,2023-10-28,East
319,Himachal Pradesh,3646.0,78.6,165.0,51.2,3811.0,76.8,216.0,5.9,4.0,2.4,220.0,5.8,142.0,65.7,3.0,75.0,145.0,65.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0238,74.2179,2023-04-02,North
320,Jharkhand,2056.0,98.6,20.0,100.0,2076.0,98.6,129.0,6.3,6.0,30.0,135.0,6.5,125.0,96.9,6.0,100.0,131.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.532,88.5122,2023-10-16,East
321,West Bengal,3165.0,83.2,349.0,93.6,3514.0,84.1,175.0,5.5,20.0,5.7,195.0,5.5,86.0,49.1,2.0,10.0,88.0,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1271,78.6569,2023-09-21,East
322,Meghalaya,53597.0,96.5,4141.0,94.2,57738.0,96.3,4047.0,7.6,274.0,6.6,4321.0,7.5,3105.0,76.7,211.0,77.0,3316.0,76.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1124,79.0193,2023-07-21,North East
323,Tamil Nadu,1510.0,99.0,2.0,100.0,1512.0,99.0,464.0,30.7,0.0,0.0,464.0,30.7,445.0,95.9,0.0,0.0,445.0,95.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9408,91.9882,2023-01-21,South
324,Madhya Pradesh,43665.0,91.5,9006.0,91.8,52671.0,91.5,4930.0,11.3,676.0,7.5,5606.0,10.6,2266.0,46.0,170.0,25.1,2436.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8467,80.9462,2023-04-08,Central
325,Telangana,119170.0,90.5,34317.0,88.8,153487.0,90.1,3484.0,2.9,1208.0,3.5,4692.0,3.1,2276.0,65.3,538.0,44.5,2814.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0668,79.0193,2023-07-09,South
326,Odisha,1305.0,97.5,71.0,95.9,1376.0,97.5,118.0,9.0,4.0,5.6,122.0,8.9,106.0,89.8,3.0,75.0,109.0,89.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9868,87.855,2023-01-02,East
327,Nagaland,76635.0,97.9,16054.0,90.8,92689.0,96.6,20196.0,26.4,3655.0,22.8,23851.0,25.7,19144.0,94.8,3179.0,87.0,22323.0,93.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5937,78.9629,2023-03-08,North East
328,Jharkhand,51411.0,94.3,17215.0,92.2,68626.0,93.7,3250.0,6.3,892.0,5.2,4142.0,6.0,2691.0,82.8,738.0,82.7,3429.0,82.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.667,92.735,2023-11-05,East
329,Gujarat,3078.0,94.6,34.0,85.0,3112.0,94.4,473.0,15.4,6.0,17.6,479.0,15.4,182.0,38.5,0.0,0.0,182.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9129,79.74,2023-07-21,West
330,Kerala,390088.0,93.0,100893.0,86.5,490981.0,91.6,21480.0,5.5,1968.0,2.0,23448.0,4.8,8161.0,38.0,670.0,34.0,8831.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.218,94.7278,2023-10-31,South
331,Arunachal Pradesh,21948.0,96.6,4339.0,93.3,26287.0,96.1,1741.0,7.9,231.0,5.3,1972.0,7.5,670.0,38.5,121.0,52.4,791.0,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2006,92.9376,2023-10-23,North East
332,Telangana,87854.0,93.6,6472.0,80.9,94326.0,92.6,12541.0,14.3,910.0,14.1,13451.0,14.3,9590.0,76.5,710.0,78.0,10300.0,76.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0961,85.3131,2023-02-09,South
333,Andhra Pradesh,1707030.0,92.1,508900.0,89.6,2215930.0,91.5,143167.0,8.4,30564.0,6.0,173731.0,7.8,93897.0,65.6,16161.0,52.9,110058.0,63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7333,76.7794,2023-10-05,South
334,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,91.0,3.0,75.0,498.0,90.9,89.0,18.0,0.0,0.0,89.0,17.9,30.0,33.7,0.0,0.0,30.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2787,81.8661,2023-10-16,South
335,Meghalaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63627.0,96.2,26477.0,98.1,90104.0,96.8,9786.0,15.4,1409.0,5.3,11195.0,12.4,2456.0,25.1,326.0,23.1,2782.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7041,77.1025,2023-08-14,North East
336,Himachal Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2256.0,75.0,3.0,50.0,2259.0,74.9,303.0,13.4,0.0,0.0,303.0,13.4,171.0,56.4,0.0,0.0,171.0,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2993,74.124,2023-03-18,North
337,Meghalaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30134.0,71.7,4074.0,68.8,34208.0,71.4,7929.0,26.3,325.0,8.0,8254.0,24.1,1497.0,18.9,93.0,28.6,1590.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2587,71.1924,2023-09-25,North East
338,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44248.0,54.4,36165.0,42.8,80413.0,48.5,4139.0,9.4,1152.0,3.2,5291.0,6.6,917.0,22.2,41.0,3.6,958.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0588,76.0856,2023-04-06,South
339,Haryana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3508.0,94.3,47.0,73.4,3555.0,94.0,305.0,8.7,2.0,4.3,307.0,8.6,60.0,19.7,0.0,0.0,60.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1048,77.1734,2023-02-25,North
340,Manipur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25332.0,86.0,5815.0,62.7,31147.0,80.4,7986.0,31.5,336.0,5.8,8322.0,26.7,3595.0,45.0,140.0,41.7,3735.0,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7782,76.5762,2023-11-12,North East
341,Andhra Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,64.9,57.0,75.0,605.0,65.7,67.0,12.2,2.0,3.5,69.0,11.4,38.0,56.7,2.0,100.0,40.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6102,85.2799,2023-04-28,South
342,Kerala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51623.0,66.2,1686.0,16.5,53309.0,60.4,3440.0,6.7,16.0,0.9,3456.0,6.5,777.0,22.6,5.0,31.3,782.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3173,75.7139,2023-03-04,South
343,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1553.0,92.6,27.0,6.8,1580.0,76.2,105.0,6.8,1.0,3.7,106.0,6.7,8.0,7.6,1.0,100.0,9.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8505,76.2711,2023-08-05,North East
344,Mizoram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104192.0,95.9,35780.0,90.6,139972.0,94.5,16920.0,16.2,2365.0,6.6,19285.0,13.8,7145.0,42.2,895.0,37.8,8040.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1526,77.577,2023-10-29,North East
345,Bihar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54848.0,89.5,14373.0,82.6,69221.0,88.0,2572.0,4.7,486.0,3.4,3058.0,4.4,1044.0,40.6,161.0,33.1,1205.0,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.328,72.7846,2023-06-20,East
346,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15625.0,97.5,437.0,93.4,16062.0,97.4,1855.0,11.9,22.0,5.0,1877.0,11.7,1674.0,90.2,18.0,81.8,1692.0,90.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9734,78.6569,2023-02-08,North East
347,Goa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10254.0,90.1,513.0,88.1,10767.0,90.0,769.0,7.5,24.0,4.7,793.0,7.4,438.0,57.0,15.0,62.5,453.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7515,75.7139,2023-05-10,West
348,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36887.0,78.6,4611.0,40.1,41498.0,71.0,4280.0,11.6,91.0,2.0,4371.0,10.5,1349.0,31.5,33.0,36.3,1382.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6637,93.9063,2023-04-06,North East
349,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59878.0,88.9,9824.0,83.5,69702.0,88.1,11159.0,18.6,566.0,5.8,11725.0,16.8,3326.0,29.8,168.0,29.7,3494.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.467,91.3662,2023-04-24,West
350,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17712.0,85.9,2070.0,71.4,19782.0,84.1,2614.0,14.8,110.0,5.3,2724.0,13.8,1567.0,59.9,64.0,58.2,1631.0,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1645,92.9376,2023-01-03,South
351,Uttarakhand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,88.9,9.0,81.8,306.0,88.7,7.0,2.4,1.0,11.1,8.0,2.6,4.0,57.1,1.0,100.0,5.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1584,94.5624,2023-11-17,North
352,Arunachal Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,100.0,0.0,0.0,22.0,100.0,1.0,4.5,0.0,0.0,1.0,4.5,1.0,100.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9517,85.0985,2023-05-23,North East
353,Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81505.0,58.3,20132.0,40.9,101637.0,53.8,13625.0,16.7,974.0,4.8,14599.0,14.4,2697.0,19.8,92.0,9.4,2789.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9416,79.8083,2023-04-24,South
354,Odisha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128562.0,84.4,53968.0,69.8,182530.0,79.5,11941.0,9.3,1409.0,2.6,13350.0,7.3,4069.0,34.1,404.0,28.7,4473.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1471,75.3412,2023-01-10,East
355,Kerala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.0,72.1,135.0,52.5,1844.0,70.2,330.0,19.3,12.0,8.9,342.0,18.5,82.0,24.8,1.0,8.3,83.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0238,74.2179,2023-04-04,South
356,Chhattisgarh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3586.0,77.3,182.0,56.5,3768.0,75.9,1384.0,38.6,60.0,33.0,1444.0,38.3,254.0,18.4,3.0,5.0,257.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.532,88.5122,2023-07-22,Central
357,Uttarakhand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042.0,97.9,19.0,95.0,2061.0,97.9,616.0,30.2,5.0,26.3,621.0,30.1,548.0,89.0,5.0,100.0,553.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1271,78.6569,2023-07-16,North
358,Mizoram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3141.0,82.5,357.0,95.7,3498.0,83.7,591.0,18.8,70.0,19.6,661.0,18.9,381.0,64.5,24.0,34.3,405.0,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1124,79.0193,2023-02-10,North East
359,Jharkhand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52549.0,94.6,4025.0,91.6,56574.0,94.4,9966.0,19.0,262.0,6.5,10228.0,18.1,4454.0,44.7,114.0,43.5,4568.0,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9408,91.9882,2023-09-24,East
360,Goa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.0,97.0,2.0,100.0,1482.0,97.1,224.0,15.1,1.0,50.0,225.0,15.2,220.0,98.2,1.0,100.0,221.0,98.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8467,80.9462,2023-09-21,West
361,Mizoram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40507.0,84.9,7662.0,78.1,48169.0,83.7,1693.0,4.2,85.0,1.1,1778.0,3.7,278.0,16.4,4.0,4.7,282.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0668,79.0193,2023-11-15,North East
362,Madhya Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106155.0,80.6,28475.0,73.7,134630.0,79.1,9100.0,8.6,1541.0,5.4,10641.0,7.9,3141.0,34.5,572.0,37.1,3713.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9868,87.855,2023-08-18,Central
363,Sikkim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,70.8,49.0,66.2,996.0,70.5,77.0,8.1,2.0,4.1,79.0,7.9,5.0,6.5,1.0,50.0,6.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5937,78.9629,2023-06-15,North East
